ID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,OWNER,BEDS
50296093,TRINITY HOSPITAL,60 B EASTER AVENUE,WEAVERVILLE,CA,96093,GENERAL ACUTE CARE,OPEN,51,TRINITY,USA,40.73808351,-122.9396569,GOVERNMENT - DISTRICT/AUTHORITY,51
1792804,"PACIFIC ORANGE HOSPITAL, LLC",3350 WEST BALL ROAD,ANAHEIM,CA,92804,GENERAL ACUTE CARE,CLOSED,101,ORANGE,USA,33.81584699,-118.0071811,PROPRIETARY,101
14192643,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 GARDEN GROVE BLVD.,GARDEN GROVE,CA,92643,GENERAL ACUTE CARE,OPEN,167,ORANGE,USA,33.77498597,-117.9130929,PROPRIETARY,167
52592804,WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,CA,92804,GENERAL ACUTE CARE,OPEN,219,ORANGE,USA,33.82538521,-117.9950736,PROPRIETARY,219
32695361,OAK VALLEY DISTRICT HOSPITAL (2-RH),350 SOUTH OAK STREET,OAKDALE,CA,95361,GENERAL ACUTE CARE,OPEN,35,STANISLAUS,USA,37.75761627,-120.8609966,GOVERNMENT - DISTRICT/AUTHORITY,35
22293277,KAWEAH DELTA REHABILITATION HOSPITAL,840 SOUTH AKERS,VISALIA,CA,93277,GENERAL ACUTE CARE,OPEN,61,TULARE,USA,36.32260683,-119.3479347,GOVERNMENT - DISTRICT/AUTHORITY,61
18530327,WEST PACES MEDICAL CENTER,3200 HOWELL MILL ROAD,ATLANTA,GA,30327,GENERAL ACUTE CARE,CLOSED,294,FULTON,USA,33.84252443,-84.42708736,PROPRIETARY,294
16930135,YOUTH VILLAGES - INNER HARBOUR CAMPUS,4685 DORSETT SHOALS ROAD,DOUGLASVILLE,GA,30135,PSYCHIATRIC,OPEN,90,DOUGLAS,USA,33.67768895,-84.73391954,NOT AVAILABLE,90
11527962,WASHINGTON COUNTY HOSPITAL,958 U S HIGHWAY 64 EAST,PLYMOUTH,NC,27962,GENERAL ACUTE CARE,OPEN,49,WASHINGTON,USA,35.86278208,-76.72928368,GOVERNMENT - LOCAL,49
6071446,DOCTOR'S HOSPITAL AT DEER CREEK,815 S 10TH ST,LEESVILLE,LA,71446,GENERAL ACUTE CARE,OPEN,10,VERNON,USA,31.13563535,-93.26882275,PROPRIETARY,10
17470444,SOUTHEAST REGIONAL MEDICAL CENTER,719 AVENUE G,KENTWOOD,LA,70444,LONG TERM CARE,OPEN,14,TANGIPAHOA,USA,30.93712864,-90.51924697,PROPRIETARY,14
3170633,DEQUINCY MEMORIAL HOSPITAL,110 W 4TH ST,DEQUINCY,LA,70633,GENERAL ACUTE CARE,OPEN,19,CALCASIEU,USA,30.45252084,-93.43642444,GOVERNMENT - LOCAL,19
70192120,ALVARADO HOSPITAL MEDICAL CENTER,6645 ALVARADO ROAD,SAN DIEGO,CA,92120,GENERAL ACUTE CARE,OPEN,80,SAN DIEGO,USA,32.77685835,-117.0576813,NOT AVAILABLE,80
70494117,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,GENERAL ACUTE CARE,OPEN,223,SAN FRANCISCO,USA,37.76868428,-122.4345303,NOT AVAILABLE,223
70594110,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,GENERAL ACUTE CARE,OPEN,228,SAN FRANCISCO,USA,37.74771786,-122.4207679,NOT AVAILABLE,228
70790067,"CALIFORNIA REHABILITATION INSTITUTE, LLC",2070 CENTURY PARK EAST,LOS ANGELES,CA,90067,GENERAL ACUTE CARE,OPEN,176,LOS ANGELES,USA,34.05910293,-118.4118681,GOVERNMENT - LOCAL,138
71495355,DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,1501 CLAUS ROAD,MODESTO,CA,95355,GENERAL ACUTE CARE,OPEN,67,STANISLAUS,USA,37.66582401,-120.9222319,NOT AVAILABLE,67
73191401,SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,14433 EMELITA STREET,VAN NUYS,CA,91401,GENERAL ACUTE CARE,OPEN,59,LOS ANGELES,USA,34.1769007,-118.4474908,PROPRIETARY,59
73693210,DEPARTMENT OF STATE HOSPITAL - COALINGA,24511 WEST JAYNE AVENUE,COALINGA,CA,93210,PSYCHIATRIC,OPEN,1500,FRESNO,USA,36.13354829,-120.240446,GOVERNMENT - STATE,1500
74096028,MAYERS MEMORIAL HOSPITAL,43563 STATE HWY. 299 E,FALL RIVER MILLS,CA,96028,GENERAL ACUTE CARE,OPEN,121,SHASTA,USA,41.02388936,-121.4240544,GOVERNMENT - DISTRICT/AUTHORITY,121
74290404,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,GENERAL ACUTE CARE,OPEN,265,LOS ANGELES,USA,34.02770868,-118.4868924,NOT AVAILABLE,265
74396001,SHASTA COUNTY P H F,2640 BRESLAUER WAY,REDDING,CA,96001,PSYCHIATRIC,CLOSED,15,SHASTA,USA,40.55013511,-122.3804882,GOVERNMENT - LOCAL,15
74495062,TELECARE SANTA CRUZ PHF,2250 SOQUEL AVE,SANTA CRUZ,CA,95062,PSYCHIATRIC,OPEN,16,SANTA CRUZ,USA,36.98336892,-121.9939471,GOVERNMENT - LOCAL,16
74693060,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,825 NORTH 10TH STREET,SANTA PAULA,CA,93060,GENERAL ACUTE CARE,OPEN,49,VENTURA,USA,34.3664467,-119.0649148,GOVERNMENT - LOCAL,49
83931909,PIEDMONT COLUMDUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,GENERAL ACUTE CARE,OPEN,100,MUSCOGEE,USA,32.5345248,-84.95121257,NOT AVAILABLE,100
84231217,"REGENCY HOSPITAL COMPANY OF MACON, LLC",535 COLISEUM DRIVE,MACON,GA,31217,GENERAL ACUTE CARE,OPEN,-999,BIBB,USA,32.84770524,-83.61527747,NOT AVAILABLE,34
84430546,CHATUGE REGIONAL HOSPITAL,110 S MAIN STREET,HIAWASSEE,GA,30546,CRITICAL ACCESS,OPEN,25,TOWNS,USA,34.94657646,-83.7539153,NOT AVAILABLE,25
84031412,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GENERAL ACUTE CARE,OPEN,320,CHATHAM,USA,32.02816667,-81.10010925,NOT AVAILABLE,320
87330705,ADVENTHEALTH MURRAY,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406",CHATSWORTH,GA,30705,GENERAL ACUTE CARE,OPEN,42,MURRAY,USA,34.780041,-84.78317545,NOT AVAILABLE,42
86230117,TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,GA,30117,GENERAL ACUTE CARE,OPEN,181,CARROLL,USA,33.56947772,-85.0752262,GOVERNMENT - DISTRICT/AUTHORITY,181
87630214,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,GENERAL ACUTE CARE,OPEN,157,FAYETTE,USA,33.45214711,-84.50798999,NOT AVAILABLE,282
88031830,ROOSEVELT WARM SPRINGS REHABILITATION HOSPITAL,6135 ROOSEVELT HIGHWAY,WARM SPRINGS,GA,31830,REHABILITATION,OPEN,52,MERIWETHER,USA,32.88732639,-84.69407001,NOT AVAILABLE,52
89930274,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,223 MEDICAL CENTER DRIVE,RIVERDALE,GA,30274,GENERAL ACUTE CARE,OPEN,-999,CLAYTON,USA,33.58221296,-84.39071671,NOT AVAILABLE,85
89030329,WESLEY WOODS GERIATRIC HOSPITAL,"1821 CLIFTON ROAD, NE",ATLANTA,GA,30329,GENERAL ACUTE CARE,OPEN,82,DEKALB,USA,33.80487845,-84.33140996,NOT AVAILABLE,82
151054961,THEDACARE MEDICAL CENTER NEW LONDON,1405 MILL ST,NEW LONDON,WI,54961,CRITICAL ACCESS,OPEN,25,OUTAGAMIE,USA,44.38115627,-88.73370085,NOT AVAILABLE,25
6853110,AURORA ST LUKES MED CTR SOUTH SHORE,5900 S LAKE DR,CUDAHY,WI,53110,GENERAL ACUTE CARE,OPEN,275,MILWAUKEE,USA,42.93633907,-87.85117278,NON-PROFIT,275
150953228,POST ACUTE MEDICAL SPECIALTY HOSPITAL OF MILWAUKEE,5017 S 110TH ST,GREENFIELD,WI,53228,LONG TERM CARE,OPEN,62,MILWAUKEE,USA,42.95367246,-88.05096986,NOT AVAILABLE,62
7153215,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,GENERAL ACUTE CARE,OPEN,938,MILWAUKEE,USA,42.98962623,-87.95021077,NON-PROFIT,938
8453227,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,GENERAL ACUTE CARE,OPEN,350,MILWAUKEE,USA,43.00142505,-88.02347389,NON-PROFIT,350
11654002,BALDWIN AREA MED CTR,730 10TH AVE,BALDWIN,WI,54002,GENERAL ACUTE CARE,OPEN,25,ST. CROIX,USA,44.9708939,-92.37410375,NON-PROFIT,25
9054153,BELLIN HEALTH OCONTO HOSPITAL,"820 ARBUTUS AVE, PO BOX 357",OCONTO,WI,54153,GENERAL ACUTE CARE,OPEN,10,OCONTO,USA,44.89638033,-87.86555418,NON-PROFIT,10
159371301,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALEXANDRIA,104 NORTH 3RD STREET,ALEXANDRIA,LA,71301,REHABILITATION,OPEN,-999,RAPIDES,USA,31.31768328,-92.45233196,NOT AVAILABLE,47
159470360,HOUMA-AMG SPECIALTY HOSPITAL,629 DUNN STREET,HOUMA,LA,70360,LONG TERM CARE,OPEN,40,TERREBONNE,USA,29.59298784,-90.71204306,PROPRIETARY,40
159770121,OCHSNER MEDICAL CENTER,1516 JEFFERSON HIGHWAY,NEW ORLEANS,LA,70121,GENERAL ACUTE CARE,OPEN,473,JEFFERSON,USA,29.96140175,-90.14555057,NOT AVAILABLE,473
25595242,LODI MEMORIAL HOSPITAL - WEST,800 SO. LOWER SACRAMENTO ROAD,LODI,CA,95242,GENERAL ACUTE CARE,CLOSED,24,SAN JOAQUIN,USA,38.12385822,-121.3059068,NON-PROFIT,24
49091356,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,91356,PSYCHIATRIC,OPEN,60,LOS ANGELES,USA,34.17944583,-118.5398562,NON-PROFIT,60
46192835,ST. JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,CA,92835,GENERAL ACUTE CARE,OPEN,351,ORANGE,USA,33.89354835,-117.9274627,NON-PROFIT,351
122939,AUGUSTA MEDICAL CENTER,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,GENERAL ACUTE CARE,OPEN,255,AUGUSTA,USA,38.09452441,-78.98683733,NON-PROFIT,255
153780218,CHILDREN'S HOSPITAL COLORADO AT ST JOSEPHS HOSP,1830 FRANKLIN STREET,DENVER,CO,80218,CHILDREN,CLOSED,-999,DENVER,USA,39.74525179,-104.968043,NON-PROFIT,-999
12253578,SAUK PRAIRIE MEM HSPTL,80 FIRST ST,PRAIRIE DU SAC,WI,53578,GENERAL ACUTE CARE,CLOSED,36,SAUK,USA,43.28285398,-89.72006455,NON-PROFIT,36
15054956,THEDA CLARK MED CTR,130 2ND ST WEST PAVILION,NEENAH,WI,54956,GENERAL ACUTE CARE,OPEN,182,WINNEBAGO,USA,44.18748956,-88.45338493,NON-PROFIT,183
72895370,ADVENTIST HEALTH SONORA REGIONAL MEDICAL CENTER D/P SNF (UNIT 6 AND 7),179 S. FAIRVIEW LANE,SONORA,CA,95370,GENERAL ACUTE CARE,OPEN,68,TUOLUMNE,USA,37.97966734,-120.3907956,NON-PROFIT,68
74193102,SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO STREET,SANTA BARBARA,CA,93102,GENERAL ACUTE CARE,OPEN,412,SANTA BARBARA,USA,34.42946669,-119.723809,NON-PROFIT,412
80132535,CENTURY HOSPITAL MEDICAL CENTER,501 CHURCH ST,CENTURY,FL,32535,GENERAL ACUTE CARE,CLOSED,-999,ESCAMBIA,USA,30.97039384,-87.25759799,NOT AVAILABLE,34
7485255,SCOTTSDALE HEALTHCARE THOMPSON PEAK,7400 E. THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,GENERAL ACUTE CARE,OPEN,92,MARICOPA,USA,33.67112932,-111.9223224,NON-PROFIT,92
10302131,HEBREW REHABILITATION CENTER,1200 CENTRE ST,BOSTON,MA,2131,REHABILITATION,OPEN,455,SUFFOLK,USA,42.29680056,-71.13179781,NON-PROFIT,455
10402130,LEMUEL SATTUCK HOSPITAL,170 MORTON ST,BOSTON,MA,2130,PSYCHIATRIC,OPEN,255,SUFFOLK,USA,42.299581,-71.10174298,GOVERNMENT - STATE,255
91951555,ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,631 N 8TH ST,MISSOURI VALLEY,IA,51555,CRITICAL ACCESS,OPEN,25,HARRISON,USA,41.56294365,-95.88561847,NOT AVAILABLE,25
3380649,GAYLORD HOSPITAL,50 GAYLORD FARM RD,WALLINGFORD,CT,6492,CHRONIC DISEASE,OPEN,-999,NEW HAVEN,USA,41.47288478,-72.85676125,NON-PROFIT,137
11302026,HEBREW REHABILITATION CENTER AT DEDHAM,7000 GREAT MEADOW ROAD,DEDHAM,MA,2026,REHABILITATION,OPEN,220,NORFOLK,USA,42.26653577,-71.19502243,NON-PROFIT,220
12502359,WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,199 OAK STREET,PEMBROKE,MA,2359,PSYCHIATRIC,OPEN,120,PLYMOUTH,USA,42.09762372,-70.76445864,PROPRIETARY,120
13302453,"WALDEN BEHAVIORAL CARE, LLC",9 HOPE AVENUE,WALTHAM,MA,2453,PSYCHIATRIC,OPEN,45,MIDDLESEX,USA,42.369626,-71.249339,PROPRIETARY,45
13002072,NEW ENGLAND SINAI HOSPITAL,"150 YORK STREET, PO BOX CS9105",STOUGHTON,MA,2072,REHABILITATION,OPEN,157,NORFOLK,USA,42.14462655,-71.09882863,PROPRIETARY,157
13149091,STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,MI,49091,GENERAL ACUTE CARE,OPEN,84,ST. JOSEPH,USA,41.79462863,-85.4075648,NON-PROFIT,84
449058,SPECTRUM HEALTH PENNOCK HOSPITAL,1009 W GREEN ST,HASTINGS,MI,49058,GENERAL ACUTE CARE,OPEN,49,BARRY,USA,42.6447739,-85.30282524,NON-PROFIT,49
2148708,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,GENERAL ACUTE CARE,OPEN,338,BAY,USA,43.58821643,-83.86839615,NON-PROFIT,338
14148198,FOREST HEALTH MEDICAL CENTER,135 S PROSPECT ST,YPSILANTI,MI,48198,GENERAL ACUTE CARE,OPEN,68,WASHTENAW,USA,42.23757106,-83.6006476,PROPRIETARY,68
6849503,MARY FREE BED HOSPITAL & REHABILITATION CENTER,235 WEALTHY SE,GRAND RAPIDS,MI,49503,GENERAL ACUTE CARE,OPEN,119,KENT,USA,42.95697388,-85.66274625,NON-PROFIT,119
8849913,ASPIRUS KEWEENAW HOSPITAL,205 OSCEOLA,LAURIUM,MI,49913,GENERAL ACUTE CARE,OPEN,25,HOUGHTON,USA,47.23878317,-88.44350085,NON-PROFIT,25
4249801,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,GENERAL ACUTE CARE,OPEN,96,DICKINSON,USA,45.80987806,-88.04445124,NON-PROFIT,96
4166736,FREDONIA REGIONAL HOSPITAL,1527 MADISON,FREDONIA,KS,66736,CRITICAL ACCESS,OPEN,34,WILSON,USA,37.53406788,-95.81415202,GOVERNMENT - LOCAL,34
11449953,"ASPIRUS ONTONAGON HOSPITAL, INC",601 S SEVENTH ST,ONTONAGON,MI,49953,GENERAL ACUTE CARE,OPEN,25,ONTONAGON,USA,46.86559536,-89.30165846,NON-PROFIT,25
11649735,OTSEGO MEMORIAL HOSPITAL,825 N CENTER AVE,GAYLORD,MI,49735,GENERAL ACUTE CARE,OPEN,46,OTSEGO,USA,45.03532708,-84.6749176,NON-PROFIT,46
61,ST MARY'S OF MICHIGAN-TOWNE CTR,4599 TOWNE CENTRE RD,SAGINAW,MI,48604,GENERAL ACUTE CARE,OPEN,-999,SAGINAW,USA,43.47397228,-83.96493169,NON-PROFIT,-999
8556265,CHIPPEWA CO MONTEVIDEO HOSP,824 - 11TH ST N,MONTEVIDEO,MN,56265,CRITICAL ACCESS,OPEN,30,CHIPPEWA,USA,44.9544612,-95.71181072,GOVERNMENT - LOCAL,30
4155912,MAYO CLINIC HEALTH SYS AUSTIN,1000 FIRST DRIVE NORTHWEST,AUSTIN,MN,55912,GENERAL ACUTE CARE,OPEN,82,MOWER,USA,43.67448476,-92.97764976,NON-PROFIT,82
18064804,MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,MO,64804,GENERAL ACUTE CARE,OPEN,240,NEWTON,USA,37.0365134,-94.50970928,NON-PROFIT,240
1865807,COX MEDICAL CENTERS SOUTH HOSPITAL,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,GENERAL ACUTE CARE,OPEN,86,GREENE,USA,37.14494625,-93.27967732,NON-PROFIT,86
2065802,COX MEDICAL CENTERS NORTH HOSPITAL,1423 NORTH JEFFERSON STREET,SPRINGFIELD,MO,65802,GENERAL ACUTE CARE,OPEN,75,GREENE,USA,37.22478249,-93.28996378,NON-PROFIT,75
3964118,KINDRED HOSPITAL NORTHLAND,500 NW 68TH STREEET,KANSAS CITY,MO,64118,LONG TERM CARE,OPEN,35,CLAY,USA,39.21928776,-94.58726916,PROPRIETARY,35
6164429,CAMERON REGIONAL MEDICAL CENTER,1600 EAST EVERGREEN ST,CAMERON,MO,64429,GENERAL ACUTE CARE,OPEN,58,CLINTON,USA,39.73043495,-94.21805603,NON-PROFIT,58
3564057,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,GENERAL ACUTE CARE,OPEN,221,JACKSON,USA,39.0495448,-94.34890382,PROPRIETARY,221
4064134,CRITTENTON CHILDREN'S CENTER,10918 ELM AVENUE,KANSAS CITY,MO,64134,PSYCHIATRIC,OPEN,46,JACKSON,USA,38.9243011,-94.4811889,NON-PROFIT,46
6664132,RESEARCH MEDICAL CENTER,2316 EAST MEYER BOULEVARD,KANSAS CITY,MO,64132,GENERAL ACUTE CARE,OPEN,487,JACKSON,USA,39.00889984,-94.55812509,PROPRIETARY,487
6964130,RESEARCH PSYCHIATRIC CENTER,2323 EAST 63RD STREET,KANSAS CITY,MO,64130,PSYCHIATRIC,OPEN,100,JACKSON,USA,39.0114033,-94.56001654,PROPRIETARY,100
7464139,TRUMAN MEDICAL CENTER - LAKEWOOD,7900 LEE'S SUMM IT ROAD,KANSAS CITY,MO,64139,GENERAL ACUTE CARE,OPEN,298,JACKSON,USA,38.97539187,-94.39435345,NON-PROFIT,298
16264772,NEVADA REGIONAL MEDICAL CENTER,800 SOUTH ASH STREET,NEVADA,MO,64772,GENERAL ACUTE CARE,OPEN,71,VERNON,USA,37.83118452,-94.36048553,GOVERNMENT - LOCAL,71
4564446,COMMUNITY HOSPITAL FAIRFAX,26136 US HIGHWAY 59,FAIRFAX,MO,64446,CRITICAL ACCESS,OPEN,18,ATCHISON,USA,40.33854875,-95.39045385,NON-PROFIT,18
2164730,BATES COUNTY MEMORIAL HOSPITAL,615 WEST NURSERY STREET,BUTLER,MO,64730,GENERAL ACUTE CARE,OPEN,60,BATES,USA,38.24902844,-94.34288588,GOVERNMENT - LOCAL,60
564502,NORTHWEST MO PSYCHIATRIC REHAB CTR,3505 FREDERICK AVENUE,ST. JOSEPH,MO,64502,PSYCHIATRIC,OPEN,-999,BUCHANAN,USA,39.77848924,-94.8114026,GOVERNMENT - STATE,108
5764012,BELTON REGIONAL MEDICAL CENTER,17065 S. 71 HIGHWAY,BELTON,MO,64012,GENERAL ACUTE CARE,OPEN,71,CASS,USA,38.81581302,-94.50300191,PROPRIETARY,71
9264804,FREEMAN HOSPITAL EAST,932 EAST 34TH STREET,JOPLIN,MO,64804,GENERAL ACUTE CARE,OPEN,72,NEWTON,USA,37.05075263,-94.50700683,NON-PROFIT,72
9364804,FREEMAN HOSPITAL WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,GENERAL ACUTE CARE,OPEN,72,NEWTON,USA,37.05273128,-94.52679809,NON-PROFIT,72
9464804,LANDMARK HOSPITAL OF JOPLIN,2040 W. 32ND STREET,JOPLIN,MO,64804,LONG TERM CARE,OPEN,30,NEWTON,USA,37.05353824,-94.53838146,PROPRIETARY,30
9564850,FREEMAN NEOSHO HOSPITAL,113 WEST HICKORY STREET,NEOSHO,MO,64850,CRITICAL ACCESS,OPEN,49,NEWTON,USA,36.86695396,-94.36946792,NON-PROFIT,49
12863017,ST. LUKE'S HOSPITAL,232 SOUTH WOODS MILL ROAD,CHESTERFIELD,MO,63017,GENERAL ACUTE CARE,OPEN,493,ST. LOUIS,USA,38.65129081,-90.50322354,NON-PROFIT,493
12963141,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,GENERAL ACUTE CARE,OPEN,113,ST. LOUIS,USA,38.67622289,-90.46799797,NON-PROFIT,113
13063017,ST. LUKE'S REHABILITATION HOSPITAL,14709 OLIVE BOULEVARD,CHESTERFIELD,MO,63017,REHABILITATION,OPEN,35,ST. LOUIS,USA,38.67570773,-90.53217838,PROPRIETARY,35
13363043,RANKEN JORDAN A PEDIATRIC REHABILITATION CENTER,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,63043,REHABILITATION,OPEN,34,ST. LOUIS,USA,38.70995791,-90.41544851,NON-PROFIT,34
13663136,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,11133 DUNN ROAD,ST. LOUIS,MO,63136,GENERAL ACUTE CARE,OPEN,482,ST. LOUIS,USA,38.77658169,-90.24035806,NON-PROFIT,482
15763670,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,800 STE. GENEVIEVE DRIVE,STE GENEVIEVE,MO,63670,CRITICAL ACCESS,OPEN,47,STE. GENEVIEVE,USA,37.96934223,-90.05465491,GOVERNMENT - LOCAL,47
12163628,PARKLAND HEALTH CENTER-BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,CRITICAL ACCESS,OPEN,3,ST. FRANCOIS,USA,37.90805702,-90.524364,NON-PROFIT,3
10863935,SOUTHEASTHEALTH CENTER OF RIPLEY COUNTY,109 PLUM STREET,DONIPHAN,MO,63935,GENERAL ACUTE CARE,OPEN,21,RIPLEY,USA,36.62129738,-90.82581957,PROPRIETARY,21
11263301,SSM ST. JOSEPH HEALTH CENTER,300 1ST CAPITOL DRIVE,ST. CHARLES,MO,63301,GENERAL ACUTE CARE,OPEN,333,ST. CHARLES,USA,38.78090867,-90.48462054,NON-PROFIT,333
11563385,SSM ST. JOSEPH HEALTH CENTER-WENTZVILLE,500 MEDICAL DRIVE,WENTZVILLE,MO,63385,GENERAL ACUTE CARE,OPEN,77,ST. CHARLES,USA,38.82215041,-90.880721,NON-PROFIT,77
11663367,SSM ST. JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE ST. LOUIS,MO,63367,GENERAL ACUTE CARE,OPEN,116,ST. CHARLES,USA,38.80279667,-90.77574675,NON-PROFIT,116
11863304,CENTERPOINTE HOSPITAL,4801 WELDON SPRING PARKWAY,ST. CHARLES,MO,63304,PSYCHIATRIC,OPEN,104,ST. CHARLES,USA,38.7149685,-90.67188926,PROPRIETARY,104
11963376,BARNES-JEWISH ST. PETERS HOSPITAL,10 HOSPITAL DRIVE,ST. PETERS,MO,63376,GENERAL ACUTE CARE,OPEN,113,ST. CHARLES,USA,38.79360505,-90.57961531,NON-PROFIT,113
11065340,FITZGIBBON HOSPITAL,2305 SOUTH 65 HIGHWAY,MARSHALL,MO,65340,GENERAL ACUTE CARE,OPEN,60,SALINE,USA,39.09149817,-93.21315913,NON-PROFIT,60
5464683,WRIGHT MEMORIAL HOSPITAL,191 IOWA BOULEVARD,TRENTON,MO,64683,CRITICAL ACCESS,OPEN,25,GRUNDY,USA,40.06786699,-93.58163967,NON-PROFIT,25
4863090,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,63090,GENERAL ACUTE CARE,OPEN,148,FRANKLIN,USA,38.55259009,-91.00213473,NON-PROFIT,148
4965041,HERMANN AREA DISTRICT HOSPITAL,509 WEST 18TH STREET,HERMANN,MO,65041,CRITICAL ACCESS,OPEN,24,GASCONADE,USA,38.69307813,-91.44958555,GOVERNMENT - DISTRICT/AUTHORITY,24
7663663,IRON COUNTY HOSPITAL,301 NORTH HIGHWAY 21,PILOT KNOB,MO,63663,CRITICAL ACCESS,OPEN,15,IRON,USA,37.62312389,-90.64471795,GOVERNMENT - DISTRICT/AUTHORITY,15
4765560,SALEM MEMORIAL DISTRICT HOSPITAL,35629 HWY 72,SULLIVAN,MO,65560,CRITICAL ACCESS,OPEN,55,DENT,USA,37.66045595,-91.56935238,GOVERNMENT - DISTRICT/AUTHORITY,55
16363664,WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTH WAY,POTOSI,MO,63664,CRITICAL ACCESS,OPEN,25,WASHINGTON,USA,37.92597311,-90.77266582,GOVERNMENT - LOCAL,25
15963556,SULLIVAN COUNTY MEMORIAL HOSPITAL,630 WEST 3RD STREET,MILAN,MO,63556,CRITICAL ACCESS,OPEN,25,SULLIVAN,USA,40.20162729,-93.13381402,GOVERNMENT - LOCAL,25
10363565,PUTNAM COUNTY MEMORIAL HOSPITAL,1926 OAK STREET,UNIONVILLE,MO,63565,CRITICAL ACCESS,OPEN,15,PUTNAM,USA,40.48274509,-93.00564602,GOVERNMENT - LOCAL,15
9965401,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 WEST TENTH STREET,ROLLA,MO,65401,GENERAL ACUTE CARE,OPEN,242,PHELPS,USA,37.95248953,-91.78598299,GOVERNMENT - LOCAL,242
3363703,SAINT FRANCIS MEDICAL CENTER,211 SAINT FRANCIS DRIVE,CAPE GIRARDEAU,MO,63703,GENERAL ACUTE CARE,OPEN,308,CAPE GIRARDEAU,USA,37.30358194,-89.57114498,NON-PROFIT,308
9763775,PERRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,PERRYVILLE,MO,63775,CRITICAL ACCESS,OPEN,25,PERRY,USA,37.73088242,-89.86563015,NON-PROFIT,25
16465483,TEXAS COUNTY MEMORIAL HOSPITAL,1333 S. SAM HOUSTON BOULEVARD,HOUSTON,MO,65483,GENERAL ACUTE CARE,OPEN,66,TEXAS,USA,37.31612169,-91.96116854,GOVERNMENT - LOCAL,66
11764724,ELLETT MEMORIAL HOSPITAL,610 NORTH OHIO AVENUE,APPLETON CITY,MO,64724,CRITICAL ACCESS,OPEN,12,ST. CLAIR,USA,38.19247494,-94.02125496,GOVERNMENT - DISTRICT/AUTHORITY,12
6865360,ROYAL OAKS HOSPITAL,307 NORTH MAIN,WINDSOR,MO,65360,PSYCHIATRIC,OPEN,41,HENRY,USA,38.53413331,-93.51852932,NON-PROFIT,41
